msno,is_churn
LtR0Aj9qqwAlU4bVvRKOQ6ixpg0x6N0zuSXDM16eYD4=,0
IfPRW8N00UNaKni5rtj94LRBBRl1XCbT6ZzDeRFavrg=,0
r/vlZitU+yj2E7FmEin6lwivSbeuKhe0J3pg3zN3OmI=,0
pIMnz3Ukm4hyLX0e+7kgwKvo8GA+lkK4GlMH6rw0pwk=,0
mTJEdT28nLIUyqpjgA3cLpjcDjycLfblcq38kPIl/cA=,0
FFYR+M09qoE7qI0fXLMcRjZmQ71sIR+rjZGRSKuMJHg=,0
lGaZHrNdk2IkxB1rzngJFxT5g+uQaZLVJDB0oGL76U0=,0
0PvgQ1S+B6p/2NeGIS+XDOGkuSQbkubc6SSTEjjv3/Y=,0
1av1bKYQVgirE4cgBk8jN1DymAhi67MqBW5mYlg6p+k=,0
nKyYxwqp1js9NfSbslJmDSic613en/ka/swE5gUD/RM=,0
MpEOBvCfyPm9TERpGkfAHvJ8Lt++3dcA0TyIW4wfLhg=,0
zeFu4/T9rhy0UnuFo/5II2SmcsAObbSW4JiAXF7Hw5U=,1
aC5JX0L08jvzHyBmPLgcprzR7yExXBSWc6g5IZJ1TJU=,1
s/AEz9GXgNnqmQvFc6vO1O+zlnCq8D/dWUzqenZuP5k=,0
47tVZewQ5ALZchRAfWykwgnrHMSff82+1bdvV+5Ob5Y=,0
JpONYpeLqR2qtPVpmEp8ftKwU93WhuymCkaw3uy1RDg=,0
od0uunHGxlsFzu07/YxVUgAEkXY8rvMMcjxBrIWutj4=,0
I7gfMV5u+8lT+guVqulUyWVxk2bXnntkrCJDqhiDMt8=,0
lckJN8z1YHWR9GgL7VM7GYjIb8mOWPAGy9hQfnEXNVg=,0
d898WHnhGXlfoL6ZhT/GROvz67Gnr50UuR5dg3WNouo=,1
MfBqLTxd4e/l20PSj0SHjFeSA63bF6eErCj38uEtVRM=,0
25L1eFmFOSlDnqFcPXzsVUYp70mVr3zyObvgXPf4oe8=,0
+u34qysllmcze3B0f624qq9/2CNfUm8qKYnOZnkVY7s=,0
4SdK7BH9ROGRTnVVACiNZtUQcVJdKYZyOCoxK/5ZmJg=,0
KON9r5Vh5KV2eOKJJBfkYfW5DvUx9z9z02ob6K2TEiI=,0
NXulo2V/zXNPvMhExku0RiLD+BigJarvCTesSHH562s=,0
g1VsSCKvR56jcN7Kfj7xPomYe4qWvsH2HQFA2D6aGqk=,0
VTQeN8vrmsIriobOTWBEy3UpDeKmAqRLeDWRHuwKJLQ=,1
AmrWo0tEZ3AeVWyMySzcjuQ6exe1fvEzVXSM82GhXkc=,0
04+gkM7CsI/xBXXncuAcMmB8frPufVb4pfHGhXHo1Yg=,0
8zfn0LITUa4SH0Rvf8OWdwABRz+CoBvm1QAbi2Brn9s=,0
fehex6Ia3qoZTyuIhNL2MF4AJXEP/nwUXKgdV64/R64=,0
eU8WVZclSIjgIiuu7uYL3f7pwdw+XmOUjRSE7KlAZv0=,0
MRiq1N2wirNYCuzAAHcG0YDowZnF4rfFnqZtEOVHU/E=,0
DXzVuUwpKu0r6AlOtpR5NdM02Kz1mB65/NpTWvJU4SU=,0
xg/+O4jRnFYwvP47pTVHbDhILWOlkR8TGZBeanv2ms0=,0
1ar1n9U8lyILV51Iue3SU97DbsVQsq1ossgxMARvbo8=,0
W6szhYVEUSIcOdYIaMtwEwRxvnsZNjILbUHHqSZgSCQ=,0
C9FCQoDs3FgPR6Iy/p8106RQtPHxdfYs2Lb059Ql1QQ=,0
zpk7n1UpCw5ePkpwwyMNJn0l1WPDWKyo7f6Hz4ODAHY=,0
oXEtUUbeCUssBe44hFiBFLU1HOrd02LaEk2ZRucCFK0=,0
U6KG7ZTqMNnU3Zkzdhx3B7csu5YKUjogIsU/0ClqrFM=,0
ISTpoYenyY2Qq1b4iIThwrPjRI7329HH+4CKFOQMmIE=,0
+9DHKWIhGX14PdQ/x00IgX6WAGIfCn6LwVCJS7jxJBQ=,0
8PVgIyUlnpEjwccHdpHVwbglvEjaG0TGStkzWqlXzWY=,1
Yt4EKA5M3xDYPlX5CQP7ocHu9RuXJBENt2995H9jBak=,0
gbm5lTFMQ/gd70xHqmU8EgJO7mWU6FUH80JJweoEvI4=,0
m/STjEGWtMtrNt5avRf9B0W2DEXPdWbMGszjc97F9sk=,0
Vdzl5wm58uzSgxxw9MjN9jlXDDmtfUORt+bq9kti2M8=,0
XdJG0yrs9S0eY45mG+PS6JAUpDd8gkXazB0cwjpF1QQ=,1
GED5NTgpXf+lZyrN3dvK7XCfDw1jCgq5OfhGAN2Bu2k=,0
pgvWuF0aTLXdI2TEyDKHzHyXpG1eL/HvxJs2RpAFs+Q=,0
X8WXMJJxiq2vI7KewK60/xW6tvdgw7dj5EzqDtPxn8s=,0
eQ+g1a4gOm6qC+5QprE/kE4M+E+sZjRnhY1Yoc/aBdE=,0
7672DUMTxjqeikkW1/lnKFMZqr8PV+zGyd7zSkxvitg=,1
5lPRQFppXTeSwy05VA2jhYwNbNMymPU/qbqrY+nJhPM=,0
AMWTJY8+24A33f3mqwW9aRtDQ1Y/UH21PQQye6seSGo=,0
PmZbwEWBvirvWbEVQzzXzMvMNNjtHZsLpIHeRZVFHec=,0
zVn4utRbVlCDQESia8gx5xPjZWKiSsfoEHN62VH5i5w=,0
6xGNDgXGLsIkVELYmXdiUwEPHhZePGLQL9fExSgXBd8=,0
r8P7kc/iKz24FZ8fVZLseZiTXDiSpQUzzP6n92FZU70=,1
3fRLK8lNC6flrRZL8G5G4b2h7Xy2tPNhkqguOrbzm3s=,0
fPX5V+fOHkNxpebI6vmm5G7xcpAceZ7O0WAMoXr6EBQ=,0
VCwwp41vnICDvycdum0DMtRfucWaLqnBmDEEpQL0jCg=,0
9SQsZ29whKYMrVDHMpLr2xs1Nh6hxVMnyD7QZwp42L4=,1
RqQciiHqHBWM9JNd5hIb2DF3ZqclPcPu4gvO5vYJiMI=,1
ARFF054/U2briQKpN2vjhp+OyCDxSAjra0sDu1XnAmI=,0
2kxO5YjCbxYPzpIDuQYldUBGz8Gc1dJ+nkyv1PVNBlQ=,0
keqd7HepV2PBbcxpJC0uWYrqYrqr6iwI0kpDOKdYi8Y=,0
q9UXAUWl7Im2ZDepQ9rszQkeQEWJad/iw6EiG20OWRY=,0
/2Q8JmdOZYP5JG5p/kmbZ+HPftiNnM+Gg1KTfigPimE=,1
AOXhkgHur8/3FhIca1f6a47Incc0AsHwCLAfekO0u8I=,0
CSJ+lKv5McK9+0Pba1KuL34K2sj9Udz+3Ow20j4KjBs=,0
qSp8LS1jXTUqG/52DgKvSjl757sMBFHsHuJFS1P+v4k=,0
uK1zIe+ev5wpupBEkW9mQHNkAGXThk03UDk4KnJ5qZs=,0
3Slftx+P+ipoUSTjpiVwiZS8F2yVn4NSVhqmK9qKL7Q=,0
v0xGc+2LRMMX1smY5zuQfhArHaMujsde51cNMhgZM0Y=,0
oNZYP8Gsb49fwgwHuaEMNIdX/ZcN+0eFVF3guZZXmu4=,0
4Ughm0jJIwk9G/mqVC0IAFJYwGR9iLMwfMW8zRa/adA=,0
pLT8L87sNedibZIVMi/fT80YmCSiM2PktzylY5S4gpo=,0
oj0C8Mfs6421d0z0WGDQHTp7Sl/VsRSZlNCLaALrS7k=,0
PMR3VfEi3A2C/lKcnDu2ydBkRSP0Xa/8VDzVTl2o9sI=,0
4BDnKBBX2uyYQ5NtjwtmpMtYeSEMIdvXg9jvdhCBMNs=,1
T0xUeZ5Fwdc4/X4AdxmL1w9NQmk56kI7+KHvlof8dlY=,0
peSZmNdpo1vxrX0IowLL/Jgi244cYpDvWuYTx+qGTB0=,1
mDCm7HEuDqLcBaUC+ISlAiLDKaK7pI2MouzoQXMfjaM=,1
Vntsm+LNa3klLVpWVQCCbtWhvcTp/GW6TY1Isct1ts4=,0
fuRH/5FwyF9cfUc9DlXKdW+eccWzYS0lqesZIA/uu4Q=,0
IjjB5Ke76jeGZ/I1fe3fTG3sPoM71GmnlR/WcvU/eZM=,1
C3XTcXY466GACwWXBBnzft9RZejlPAsE3SGIzSrZaQk=,0
HnBBngSnLviuvxJd4FY4B5bRhdFUE3HY2kyQIztDHAs=,0
zDLIWBA80ZM0nsLvAqFJHpvGTq71xhPvAb/r2eRbLoQ=,0
dh3QIikFe0MmUxw2FLpZfmc0PKdBOKYrBF0dFcmoBZI=,0
UdDWJ0buh3tCSh4w5Csux3yUzI/ucYSfEUWbTnUTiVc=,0
r21hk214hGWwSbFyWjQ2KmqKuUuY/baqTjUF2uzLrOQ=,0
vtKicWYjTKNgQ9WEFFCNTMnfKnePpx4OHWiijxC991o=,1
UxXY93CiqrwW7+SvHIt5mi+cvQI8mgX2vkkhecLKSs0=,0
WV1VryRa1OWIfFUNIEMM9Dd1m5SMe50tUZ4x826nUjY=,0
Ai5IYNiKuQ5tkryq9mZDqQFNKUPxxUO7QnMCcK8Os9U=,0
X+CyrIXw+fGwAObpgWikFLhdMHgzzmL1T2akW/+EnzU=,0
JAyCmh9aHTsNe79eT0qtdU7VubhYitygdTdU4T3fZlA=,0
G5Mqi5IBKCDKIMdYufa/Pt4r4Le3zyDjJymLk6bcMws=,0
D867Ozroh2r/ssv66BdAjNymugFFlQzcDcZz9nAD4Z8=,1
jpF0SblKoj7DZucKYFBRppEeNXX85f41jHuOw4lssdw=,0
2uW9/lksDzQedYbDXvJYPXv/ie2dr1PSKpQdPiMtlFE=,0
uNa6GM7eC+oZ+GMFt/Fs0AS8/Pb/IVnU1azx3Wewa4A=,0
IVShXb8Ks6JgTkXKv2QDc8i2d+tEJj3ozn0iEZjHY/s=,0
3WglSO7LdDv2c/Esqesr4KoelDOwzWrbfzt5uD1A6ik=,0
4vArtOgg26MisgXPePrR/fVEZPjrNaTRckJk0Py1I60=,0
pZaQS+chAOCpw+H8DJDuQ74YuUksUXjN7juCO3R1trw=,0
C0MCGnokEZiGZBwbBQLYTrD8vYpMJ7QWTNwcLmvcN74=,0
FZOcJN+9UMhICYSmNiRrXShqkNn/XnHRWTSAQ4SO+CE=,0
ohRfVtNFhJeecXPY00SQnBrfxa/HvHNA2013AJG0Qsk=,0
1BvsfszIZgd7uPwoTILdyIU+foSGv1SDkIRZ0VI0eKI=,0
rsC4Wf+tJcUBHQLM4iIP9jP2eSncNNG3loEMPG/u0wM=,0
dT1FE5yS2Xx0kgfQsTaVQJp8DzcrKllz19sHu20mCPw=,0
kTOxHvMI3+AiNtQ3YpW6i/9Zey46fNsu1r6+AX30YL8=,1
Rp0VqzIJdu8HsRrBi4eQIN+1F6zi4PIqpnbTBo5c2FU=,0
ht9HkGgUc/LnFdOjioJubN5hKqArndjvRAOJpfbPWJI=,0
Vsm8qOGC2SYTSRbllmHssRDXu+ZmN3Ls2qP94Y4pr2g=,0
RL4v84H5csnS3faLJmNl95QUGHWyS62CprDf7gHVF5I=,0
C9TYv1g/quWV2yq4Yb78BoAF8m43fo2AW94bVvdaI98=,0
WhuPo9VQBnqJmFewrhCIEcAU0fyv5O2VZ8r+ZX+g9is=,0
lFe4fhmb+Muj7hiEOxK+G10rEN+oPSqicTyX2DGBj+w=,1
6wnHtBvfJWmUbtqy8nS5DKaNNfIh3PSkcU8MJ8B+fd0=,0
YwvaunixkbB1iWcfky8X8WV3CsEccU5R8FoaZkReyo8=,0
rdaNybIgtSoKYzyI+/lWfAj+mnZ19ExkTZoswuFv5Io=,0
AH/dGYZDnoGEm25eAftYDZ2bZLwyVTBnYKbTb6wfKKE=,0
fw//NzxnGF5ayIrE8D42MYMO1cUZ1BXgje0EiPk/MAo=,0
tcr3CN5D8s0Bj+g3059NZZfYz6arWVmXluD9aqmnI+M=,0
DrDBp1lWXgtUTPzy8siUViyWOkLRhHr6ShjJCw2rMlA=,0
fnvw2O+Yfw5rVBUSbGw1QbtcE0OSd9t8oF+lozgIPjs=,0
C0RUo6IWHkcHUFO/mU7bUsuIy+NpQ6R6YdO53qNmnJg=,0
sLDxRbyXRbzGA2oK99M2d8SIhpXt/a/dBegYdb7yZ7s=,1
m9X2Nr4aTpzoKKnn7LsLcJbfriMYReGUe5K9/rky8hw=,0
cHdlsZIVpF/MkyjuO5CJmz/PJHIVfRTsr0z0J6kEvxg=,1
AIC/eTgmjZqd9SNCnhAKRalo/kMnJgGmBpFjI4E1HE0=,0
oRy9pxUW2LLsE1v/a36R/KiMePsZm/UiG6MLmR5aERs=,1
YFHHZRSBD+Z6ITsSafQKOj5wQTfSR34mFrgtWuOQRoc=,0
R4rLY5JyQ//hR7n/D0LzsKrDvf0CxsDuMg8rAGt+gjs=,0
HsbJPsyZApALI0AOyxroTV0q7Oz0mA7Zxi4t0uN6jgw=,0
CcmdTd36phZFQQWUwjiH6fPVFSMmKbNsc/GaDFmdWX4=,0
uYXOyhUO7IOYWuLy6ws/2I5DrSKzEeM1a+0v5gxq0F8=,0
pJ6l6vQFpVosUYlgyCWJZ0ZIY2aPlNOvXDp4a3Hi2Gk=,0
LkjeCQr25vpNJD33ENj2igu2LiQErsBA7bNs4fmdGTg=,0
Bp52sS9wgez6hLdvBf3fHAAYPMlt+6ISTRP7AM8Fs8E=,0
EgMjDlsnww3MeruR7simE9FF9Kfcj3cFAIUH3JAs9qQ=,0
1Ew73yrNk7nRUTi8u+t2WEdv8qpbV3OIVeVbnVsZzwM=,0
ddPGiM/UUN3ERudYK6THbftYZtvfVNPXO163FTKryRQ=,0
qsxt6HoSFlFNngRBBOX6LG/YktiRjKUp7BhMcQfD6sk=,1
nh2ezJzDGa7P2aNkWbR1zG+WCoVJpG/EtrqdVBBQ5lU=,0
UKGxU92l9S6PsPWJLY9p7gXmlbwz7cb/EyO9xHn1qiQ=,0
SiVHplgobQxrIaZ/5YVjxFE/Guj7ORNqmfNTHkqcRbU=,0
BEaSmOdY68R3z0IeFteZSouc477dAvueBIv+AbJBhpM=,0
nUrJA58waRdHwOw/zCS4P31lAtNWIFxLdk2w6BwB1jg=,0
nw6FIGSyIu9Debqq3ouGwL7S6kZLA/wtXEIv043d+3k=,0
IGBtNCTrPvRE6/kIBB8f84z1UO7Q4/931KSqR797/Vc=,1
8D1OrCzi0FUAvyuEKqx3nm2p95mBpkr/vcDk62m/UyM=,0
GfInQc9y+YnWaSfKuuBb87VEboRV7zG6mLg5nXw3G+I=,0
ftTGPhXYmzq4u3mXOTHwZwzzEiYEXocSrocWZJRNVVc=,0
oeKG/jarK5gcW9bKhw71sAcEV9Euy73dWRDocqH0XkM=,0
qKq8JLEf4wwEF5yaC2beKQ8wbyCgk9o03Lzy+5KWxTQ=,0
RBnuuUvKySq+uJ/tVw5deFCB0g4kTntSFpld8+Xu6oo=,0
tZjWVWzppJH4awX001MJwJrVdFguUxzu+jFVlguc1+E=,0
NZrRHZH4gIsZ90P9K3yyQcBqrbKz9jpB+73yUBhVJaw=,0
8OnJn3weZAt7rwczIBXJe9CyV3VgXuBlP44MEdkVG/o=,0
XajF1bJW9DHUpVoFzYdcbZAcp0pjFhPQpx0QlbfTELk=,0
hNX55r3Vx0PW46wM1ZzSIq4LYcompV8DWAxQAEmzn+I=,0
2E9O+1fulPFMm7wiwUcKLP6OsbFW/yjzROXx+AdApA0=,0
5mp4mEqRSDjUU9Y91sMNfVx12WAhX5i0kOQItjetpOc=,0
lZCgasLK9Ysjm+7S+3hBOTm8IV5H3yyElh7ibQyStpg=,0
08uECWerM32jGB8fwgTUDX6eEF4cYO2DrKVeVQNSz2g=,0
hNa2yr90OsdDMX+U5Jl+x6YePy8AFiv0Ut1OO37COX0=,0
yNjy1OdAKK+891iQD8WAK0hyIPab33yHdaVM80cLUdg=,0
YR7gutISPi/FS43I+tLPQhcq2idQSd825xkgL5r6p/k=,0
m2XUwKTPMTk8tG4wPp3DlwEJk6j92IMPe2RZbfPwBuw=,0
hG0GGbdIM24/By+NZQjVINtXFXCArdt5BkNGknF6CyY=,0
XjmV2P5bwyJa9E2H4v+T5q8XiZvPcCygD06OmdcPdx0=,0
zz9azoDBK5uAGKOKMhgekBloqe/sOpL0KicV5zPn66o=,1
ttqDw2/ZaTsZQkXsQNNnBhvpYbSbxXbzyyhLlF+aBwo=,0
4UP1vEQDVNdE7dq23Uu5ZlMkIP/mWDF3F/g9oqfz5+s=,0
C4NsV/Shk0e9UteesS/SlmB5UKXXFZU+2OkXUwzBReM=,0
H0CT2mET5zm8Y7SFZ7/QFE9iba+Z8Cpt2PRnAinklV0=,0
P6jnS/3QWYXlwImq8dnphfs/09lpJ/gZhoF57mBdohc=,0
U9ntDPdvs/8eiaWcHvmBrj+uaHUUusvm6O4Q6N6gTjU=,0
uRGqFjq7b2RgO/TxzRI3Vzk+8P0y4+eo/Gbm1jsaWH0=,0
X5CZiKibMa+3oszE2kg+LyXLZZrwmEwoSiXkNfuElwo=,0
qnSe9vlClUWqHxcDqR+elLawtlvlTkQ/YE2W8uXihE8=,0
vTFPDkwPKz1skrxxGDZGTSAlxo95Cexc/owN4Z4nADg=,0
mdJ04zxgYmS/q9p16iRHA+pG3OqDdQZUPDDFBbz2Mqo=,0
NgLNzp+sefTXM1B8Ju3dxe4mElQR4XZniIxfoWcfcqU=,0
H1AgK+Udrd6mN7bURrqQ1TlRLIUmY2yvT0ihEUScYaE=,0
UDTGltaziq/tjCIoKtMuG1wlxCJOKA8G0uZbsSO8aRU=,0
kbKCpSdsSvid11uXi7eSnKSWGO0DEvCWBKq+9PGA0pk=,0
8rMbJ0RcjyV5yii1DIXqPZIG+3B2RuXDASTEqTwLAq8=,0
R9YCETsQC/H/P9BxJdmtbWxF2th81DDrEib5/05SM8w=,0
n13sV7gfLDg09xhPD7AZltyXfFqMoXGDfDI7fmkUXtA=,0
PyqReDYZOsUzlC8uwR3aY4t+/tYdh7NSzUTZXYhCEzc=,0
18XOO/Yw7jk1Q/hbyfNI1+l0i2DV8xnimBoPtAd1xy4=,0
gKp1r4go2KR+eXugOimw7c3SupWOH3ov/C9OImaDAwY=,0
N231wI27tJcM82Z+OE10BmNfOKQNwGMJnyrwoqQOtuQ=,0
9MXSHD9SvZ+f8SBXojZUml2jGIbsTIOPd0awTye7gJg=,0
bB0OztfjIHpflnwAPediF92zHEjI1XD8J2EmxkHNGD8=,0
DYdH4rRMTlNjcPvymkSxXSJVP0aWqMCW/bD8iOEVVz4=,0
B0EGje87EBCyGoPJJsAg84DyGQd5dz9Jvgj1KD9KqDk=,0
BU1lf28NZAcK8gv0/KF9y4HMojzSP/a9R71w20eLM60=,0
mFDg1GWs0osqC96MwZfrRi+6beiYms/YoiVtXqFO0aQ=,1
BL2Aj7WlLtMoSrWVX+s4xHj/CAkq3dusY//HhiO/iIo=,0
GK9QFVj9V7ekFZSntDvqUTcI+fLHekD8H/SEIhM7LMg=,1
2Ltkhvi9iTQlmme0lMVgJlq/F97UEDU/FM67oPNd35k=,0
DBgIeFeVj4mMC+wUHmSBU9FiQQFkvBj53z2QamOaXN4=,0
jcdcfhV57RQP3ygrF3lwCAAzpE36QmXZkCsOpR+Q6fM=,0
UHxJM5XF3xTdAslaZfFTrqJgaPCVNJtWrdXqj/Ykjvs=,0
SiOdnHybaLn8dMp3iOr4iep1x8l8AcaLq7NOOan40Yo=,0
qwbr5aMW0ltmjRVhz3HY+XxkMf1+L13XMOg68xPdziM=,0
vdmLCxP3ZnCHOfgRKWa3AkyBKwwo3OjZBvaCi31qVPg=,0
j1EL2VIfkR8NQCMZDqXK0IRTuiuWZ+Ek/sgyk8wXRnY=,0
E27HaXHgmYZsP7FhwE4xP/Bw7AYMDdBWwdH7ZOWqZ7U=,0
rIVJY5Y1CWn2HUeN4Txr+dvVxtdcS0yEr/Be7rWkWYs=,0
JJZhlXartnvCDr1dvCG4sWv3Sm5HmTbtWCSwWaAW1pQ=,0
ubf4zLtH5zdSqFVBuwpo3PuV9HLRmoA17vtSerJJpS8=,0
d+KXCf2FgwoOAvk2wudocnkhoWi1sKYKTcDOKawEQyc=,1
+kbuvxQaOdtnHPGFkeOAjjvutln6tYx4Au6Ktad3GOY=,0
LQKIKIFsMq4Iz07fqCoKuFqf9nQa3Ioof5zKXyQJagE=,0
C5CC1AECRwkcDYOqXH23AgCHnR6jt5U8FvZY8+XozZI=,1
QRKFYJ/AvoikYB8N+U5uvcupjbwVWncib1hp55lRKrI=,0
bQN1r4gNaebg3qYB9tO2hb+E1fBM+gzeytRXhiXi5Gs=,0
l5vqma6TdlpZitcNNr3HbnpU0T+GmOX84Q57YNDINjE=,0
uivLGuqduSIWlS7zS3z8pIcwzs8zuQ39BLs7Bb9Yq8g=,0
omUXoA6l8MJZZRG58uZeypvgkReHaNLcLOiNvZrOhVQ=,0
fsT1I8W5AYVwOVIoH77KxhE1EM6hrJzEnT7KHVZRmr0=,0
SrEEYsX8cgy+3FxObtKz34TEP0uPeqnxf8zIGvE/4Nc=,0
057d9fheUmY0fqB+J4G0datVcvmIGZ3sRfZeBC1mJfc=,0
q524dAzMf3zBuApKslgE1LdSMMAX4Mr5ND+ESfCy32Q=,0
Ksxkrp480Di/snZNA9tEn6Qj1OUT5xy4gqxHMprbJq0=,0
orof996RXGzrHi9aZvBagjMwUyE5yslmbXCo+0fTMd4=,0
LSgidbbCeWJF8QMIiwX1U73KsycoKyX7//5OfQ6UEKQ=,0
mzD6S0vX1vQR4V/gMNyEFFnLITVR8q2o0i598KyrkRo=,0
28TklrQcpuGpORUUmbzfIKGDKhlh93L3nlPCMC4Co1E=,0
MePemfGiUcUqzkGFFOcjrWxFEoOeUuWv48bcZoV9Bd4=,0
nh96080wPDdT8aBlPCvGsoqgvlpkWo3F/qm6cDyUIPo=,0
m7cvLF7o3X5a3cSNdmtg0TxL1UblXrCPsQSnZDs1eak=,0
NrZrxeiTtV1jPQqSiwqB2ojNla/jdcVggjn2qSsExz0=,0
GCkcYsSwc4YS0av7JYXZ3udvIhiWmyqkQsJJx5O5Sa0=,0
XiP7jXQizJLdcyaG2FDPU+A2r1bRfs7bBKAu5LHxxNQ=,0
tnBYCdUVVlQvd7qqrIqSeHgm2CG9nRkS/YaMxXXEPWY=,0
Z9DZF4Lki3FVc83lkL7kAd3zvRs8KiIQcPjsQ3iK7dY=,0
Vp3WHp9rLFwv2TemgKjxPZlUKfKBsoxnmhn3Gw5EpvE=,0
sUjq72iyXR1SpS85TT1VMMbQtvi+XFFOJJ0ivUfVGaw=,0
2IG+cozb43iFI+M5y6HKVa8kEbV+xD2LGILGYa4tCzs=,0
c6FtpcivHt6Hg8E0+TNsqt+YH5iG1rzNDTn1Qzc4PGM=,0
JmgkDmVeZmEKDwgNT5ddZtgZOcDcJALpu1y/jyh0Lts=,0
Ed52QlS1QLU3Q6O/Z9WmXzCq2DHlq4CtfWPhjusabEs=,0
BOvmJOKxlehRB5H+1+Uw72nGv84WGZdA4w+56xnBOYg=,0
NgT3thWV+H6vV6rRllA0mRtoKvtwGyV6TeFmQo2MCzo=,0
9r1qEzt8taPOISUd4TYKPJ2kPtOE6NX0NkEm6C/CnQs=,0
gLPBGwOwJEk2ZAzP+FcZ2E7Z+/co5E1v0O8V8mY182E=,0
r/inLZN79UwhQeiHqmBYINYaizJUiR+awJ95JwKmclA=,0
GqBFur5tFjc3KVk+BP0mCys89dI5dEyj41cEhsQzres=,0
gF6NO3OEvkl9AfDGKhPWd6kKcmQ1zgYyamJivxkVJgE=,0
F50NNxEtgfHZaGRviKsRKG+UGNX6y89tb5wrfwh0IJA=,0
XmXsOy3vhPlV1xUaTkhzX7owS+LMnoYuIcivbXXWGuc=,0
mWVBIhapzJrnPVGYICavaxTQxVmJxWlJUu7fttOdXJA=,0
PGUdXXtD+5zALf9YnxXifbj9zdxz+SO44oOu4KLoH1c=,0
WU4QVVwdkjhk/r2S8L1v8s5O/kL9avsslctPlxaFa/A=,0
6F/om7RJ8SL3qhx5MrHwXujf/YS46VsYTDxlQPhxMMk=,0
JmkU8615PIJLG5n4IP5h3KmfIN7msOaX6djGkR9Umqg=,0
GRJlkk6t6QL7XwYPwFT9DgP6eQDMiNbh9tpCvCj3U/o=,0
CjJc23af+0Y9g/4/eklCbcCVjZTgp8e3reTUCaQhlxo=,0
51PFDnf3w1aKgrpTVTIpizMh6P31JEIH7NLvalC0/0A=,1
XLE/Q3CTjtEcmmCMbGyTAJmRXN1t4iNnaKVA2HSt4Ks=,0
b2H/i6c17a4q8NkPG7FkL/xXtNYYZ6Fjx3kIEZfp4kA=,0
j/PNZZzxmlIXomNv8NejWdgNqc2RX9atXC70FC2hKk0=,0
V+O17KkGaUUoACO688RqaaS/tdeQZxqEuDpNXdVJNUk=,0
UEgcF+6Hz+Jr5ZXWJksMA0yqmLSpiGHGEU2JDGyZNEY=,0
6dczeMGWy3AfkVaVE3fNfTPGDGbUNnIgHpE24Y1ka4s=,0
y8MlxD/YHshCWi6s+chacI3ePG4EHLSjP5xu5QArGpM=,0
3eN3512jMURrMuGY3mSxJtTkz0gKto+MoXjzXnvG/4Q=,0
QdqPQbD//mmFJfZmPfIBrKZapJ+ZZCgQ47prFI6AEok=,0
FUQd0+af0JCyigHycdtJesoZy2c/pd6Xs58tJ4Duk3Y=,0
XNfpvpR9W/eMVZ2GypAifOK/aat8WKLsqZSjjISORNo=,1
2pPRwG85xDIbHHq1n80M/ptn4Xmhhyo+m4dt1h+cqqs=,0
i4dpuluMeAPdS7ofyqj5qvooLoVLdSMhAWPxFX8fXzc=,0
SI08W5mKb4qGfPLY/+VdLvNqLhjJJ4S2cMyxrterJdc=,0
pmpFZFwlra7Ti8tFR9n+a8JRtteZDZ6wpCsLZXd/IBA=,0
VfRPwwyp9uOYlOmUH/Uhs2GdWdq4j3qduRWxM/yZDa4=,1
o3wawJdKKrD/oU0hLg8OeWA1PvJJ3azlG6Ygg2fH3SE=,0
jtKd4PkZptW+/kamSiof9Ezg0Nkm0OtZ3IuEVhcaHL0=,0
Vh6OgEdahzlE0kQPhi1uHxa8aGWroPfHUYpIBrhK7TU=,0
0BG7g4f2xZLnsM5xWJtgDmDx089CFPzUmLdnbHDdeTs=,0
5RI9alddTGV0BMAliMrm/cBDO7O/PHKiGyqCzzjnwag=,0
k0ptSochI1f1CCQ7t+nYgAveDykYVYzbfA/UfTX4qcI=,0
2L3BLXAaD9i4qeHHK3S0nWzFa6XwWH2+E992yNGS8dc=,0
2FSi3693oEHanIa5qJ0EhYWnUhKjpSKOnfCSlrtIpO4=,0
od+OCy5LdM/LGSfhNpNe4MSeXgo8IhgICWoEGCo1bao=,0
Y1OxIEbro7xBVtNcEQAJXSGL7P91lx1F/LFJkX9mWlE=,0
FmGUq1+h1lTpa7P/+y0Rj1fvwsrYAr+ewK75PRpfvtw=,0
lz1iUgwI3hLWAwZ04mtcsjUamgcS+cFuTXrcZ84bLyc=,0
FM3RVtSrbt/q4T8b3AGeDVIVE5TB+0rR5ZL7mZL1sEg=,0
oiYtTJR+tdpl4QxdfHIPqpzEgFWnNn1jVfCrlwRgt1E=,0
gYo1YTjbWwwKy3ykCyfritZa3ZALuhGa/rJOumFrUFQ=,0
w8HPScKYtBANNU7sIkySV3RVwC8pg3ZbHRbsszCcxhE=,0
XElMDroqb0bb410xWuEZx4oCLRY5x5qkz45gwTF2VWk=,0
3y3NjuT5pmRlLeX85Slta9ak/+5CmZHnAraeivB+ZsM=,0
6xNTYAep4t8WMfrSdLjnlX5+BzTbUV3ItZ+jhX+9Yfg=,0
wjJtax54To7+GJsN6NDrcerp79JzkEP61igj/dDKF8A=,0
hWMijhWoiI9ZRwZGFajnsIvC/C0snPczNfWuwYzbx+Q=,0
gpO79Ltw70uWUx1lR2xOlkeuH4b6Z2npsLMjSavACmM=,0
AWL0DeFvPWERzHgNLpe/OBkvYqU9P4GvQZ4KHBxza28=,0
zVgTT+Y6PxfPmH/xNcK6/6Oy2n+b4quzze6AaqBAKs0=,1
