msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
LR+NFPcKfMF/BmFftSD6+5fKgixkKZssbIAMQTG+Hgs=,34,30,149,149,1,20170331,20170430,0
HYnT+w8RoL3DmwZoRVW+IzKcZEiUDDozpfPmCyB6pok=,27,30,149,149,1,20170301,20170331,0
KsmZG41PyJmiVJoPat/gQDaZRQz2WMSIx1cl2bdBYO8=,41,30,99,99,1,20170302,20170402,0
l4L8K2NAXc6Qj0pymOQ6UQJv+wDR8gvDVl2LIdKGPzo=,40,30,149,149,1,20170306,20170409,0
vEOjolPsiFXaLsckvb55oPwmEknvsMWP0SP58hDHMZE=,20,100,480,480,0,20170115,20170429,0
GHoCByfUwKblSc/w1XNXFtKb6/Rr/V/Ct9MQ8CGibY8=,36,30,180,180,0,20170309,20170408,0
CURGfmDL05aWoijR/Hai1+uU25bLbI3k4aPQscz7kPY=,41,30,99,99,1,20170331,20170430,0
P7pz+F7DBRJzTVblCPNXB7CAsl5xi1YEMUkapWK13Mk=,39,30,149,149,1,20170331,20170506,0
c3++zxe0lo7aDhY6llxicqzhieCshD54ltY4jKq+U6I=,41,30,99,99,1,20170324,20170424,0
v6i0ezSnmHLpHsN5FUdHWO1VayetLPmHlXjB2/j2P/E=,41,30,100,100,1,20170331,20170430,0
R9n13LUasRGwHSfd/5jAocYPLgtgSXZbQiW/tOJZbqc=,40,30,149,149,1,20170315,20170417,0
j8ej4/00cHF5asnvvC6Tc70RDKVoBwYrDlzl33MMHis=,41,30,99,99,1,20170308,20170408,0
wowII9R9lDRMmK0Wo/TQcdm7QTOI0/CjlR9qs7cDIDY=,39,30,149,149,1,20170228,20170418,0
9hudPdGt0NVI+g7NdIRm4TO3kj2Mj0MTokeTNIu4e7s=,37,30,149,149,1,20170307,20170408,0
JqxbWD8j3qrfB2bTlHVTQ5KSiiCEDHT2ljJHX5luBfQ=,40,30,149,149,1,20170301,20170406,0
177rG3P94I25GSHodbnSR9RND4vH3OHlty7MH+6d20E=,41,30,99,99,1,20170307,20170407,0
BWFwRbC+wM7eNRlzpdwlWU1Vch0aOcPAOWgoQI609fk=,41,30,129,129,1,20170306,20170406,0
lFuK6f0XSHZK6ch3OIJmjafV3IZiKzW6EhGW2qFEWs8=,41,30,149,149,1,20170323,20170423,0
Trafih17drxjXzKAbwat27fbhLgR/tXk+FlBrR+7rLA=,39,30,149,149,1,20170228,20170429,0
erTvnmJJe5Nsr+GF45aZ7OjZ7JyIUte4sMd+2HIB8U8=,36,30,180,180,0,20170312,20170414,0
p2W8xVWCzCfgF+CigMuwfS2QXw/5AVdpG2ZCqkVfKJU=,30,30,100,100,1,20170317,20170423,0
Z5HKXjoWxvlnnXZtbVDazlCfL7WakQi5aEYrQgLlbmM=,39,30,149,149,1,20170228,20170421,0
q/9u+g7DAoniD/7fmeiEQUooKf+pfKYYp+u00RSzojA=,41,30,99,99,1,20170318,20170418,0
MJEd2I5bwYLUItNoH3ymXJSJXOf0IMYuVcmJhP63LIk=,32,410,1788,1788,0,20170216,20180405,0
q8n5SRYmZIt/JuhoXRSx+woLweFaW6NETIwRUO3m4UI=,41,30,129,129,1,20170317,20170417,0
lX47GUPpFmedkjd2UbK2dtlG7uXmiFNRj80fDdanySM=,41,30,99,99,1,20170322,20170422,0
2bwrZLmJMEm13WwEcKuj32y7JgwtvccWI0YeTZzTGD8=,41,30,149,149,1,20170324,20170425,0
VVk0aSrS0Tq4jFQ2faxYIJONh/7sI4kwhuKk7ZKSh8o=,36,30,180,180,0,20170311,20170410,0
pOPg3G/O2UQJB5vzyvCS0aixap9e+6xDu5cGKA5W8Oo=,41,30,99,99,1,20170309,20170409,0
S6DhoyhlxIpTKcUitwA+NG243P1lI3tXQ9JwKD+mO4Y=,41,30,99,99,1,20170331,20170430,0
JXtrxDa4NAbYn0YzzfwmovaJwR/++8Gg0DFIM06/inA=,41,30,99,99,1,20170321,20170421,0
VtTe6zBgUTpTZ0OlnMaC6Wgip93YKx/pyxGqMnHYIdk=,41,30,99,99,1,20170304,20170404,0
3qcZlMyH3NLxthLRhvKY5LDkAaks6zH3P1xQuFBt/UM=,38,30,149,149,0,20170311,20170410,0
1P7oa8g+3sO/tysot7zQYeM5lmVSfOIrR4ng7AjiwEc=,41,30,99,99,1,20170327,20170427,0
c/0xAtcUe5s41eU7Xu8pB5ClwALgCSz50XL7hDfiJHU=,38,30,149,149,0,20170313,20170412,0
YSFoI+Y5FEIiy4aPTdxL7uVt131eBlGZzhHmfhkzRHI=,39,30,149,149,1,20170331,20170527,0
aBSkX1leOmIV3U6Yep4S7ssAkpx/qtgOC9i0w0dnwf0=,34,30,149,149,1,20170331,20170430,0
CSPfm/xF+VbMcTjUpykEyb0x1xoV8khEY5N3bsEWspE=,39,30,149,149,1,20170331,20170519,0
I9v65EPQNpok2uFa/0b1w5QrFLVBHn7MZY9Xbqzc8q8=,40,30,149,149,1,20170301,20170406,0
tC4IKH0KoG6nDcRdlwzjn0iYgmlhOG0Ne5gG5eOFyIQ=,37,30,149,149,1,20170327,20170426,0
wVYmPmqQYmMZNw86miqDYyeMNWXD7KrpYJUv0eHZPcU=,38,410,1788,1788,0,20170115,20180301,0
ymahyRzaqA9dkcOvc0ct2ypB8yUyAHnEy+FJOt/JdIE=,39,30,149,149,1,20170228,20170419,0
LmZG/xjSwDfdZSrq2ezjmOp3Vghy4B6aB55LwmqTzBk=,41,30,149,149,1,20170228,20170401,0
1kSgclxSePqAASDibGlOoaBswJM+Jdz2/OZP105ytGs=,38,30,149,149,0,20170310,20170409,0
i2AJUPCb+QA/R3cXi/GtTvH/fHHu7ucyVfPcc8Z+vYw=,41,30,149,149,1,20170308,20170408,0
sbNtTwxqWGkpsjOJypgl3mgH6+trdA04wyuz6IpmAK4=,34,30,149,149,1,20170331,20170430,0
lyRu6P1QF4ikuLawjmEbzs08pM9pUb3eA7qOK9N685Y=,41,30,99,99,1,20170319,20170419,0
rgHkfXfl+fINihtrt8/SBLi7Vgw2yitij+G3wn2Ma4c=,41,30,99,99,1,20170310,20170410,0
wYQjmuNxHd/SHxmrYSHvMwERQsgoqYnZBGjuMGXbt3c=,41,30,129,129,1,20170227,20170528,0
w3aXEhyy/ITnUrjuqeb1gl6Q5NmJ4jGDyJ1NKz2etXs=,41,30,99,99,1,20170322,20170422,0
R9U22t8iKBij+Nd/F9bQMM2SUr/9ul/wbSPJTVRE2LY=,39,30,149,149,1,20170228,20170409,0
MJoEr8MKSdwxIUgyBSMY8KL69rxlmUUU4bzQrWIKkYY=,41,30,100,100,1,20170317,20170416,0
hvA1gmy8gqjuGjKmuO+o3i5Hj3NKnGTvzZSMos0hQ/c=,32,180,536,536,0,20161017,20170418,0
466X213YELjaPhOVhRVZHx03j9syCY6mI+Lj/1uffIk=,13,195,894,894,0,20161226,20170806,0
R+AvhceTRwASqtgZ7c7WQ+G61A/8DLuDnVdU6gfM0M4=,19,30,149,149,1,20170331,20170430,0
2y1Iytigd3zrXZI1oUlXrEJoZHfxsKI0I7O5GE+JVPw=,41,30,99,99,1,20170318,20170418,0
IYUPnM70h8qXd9C97ThGOIFLZUgSDebZ3WjdQSHzMKU=,41,30,99,99,1,20170307,20170407,0
mBgARm6hb4wb1mcB1UteLqenxoZAPf7LdBpwNk59+6Q=,32,410,1788,1788,0,20160322,20170509,0
CqwmnwmOLLMtnyKvlOXv1Fsa7372PXe+iBq1W4oOsv8=,34,30,149,149,1,20170331,20170430,0
5uRfa0HUum0eKewFZ8GjXynoCpzYvn5ywiGt9HWqFNA=,41,30,100,100,1,20170304,20170404,0
H85zmcT0YLBLQOJRqqR/mNwgh/v2+26+f2zlVCEv0/c=,41,30,99,99,1,20170314,20170414,0
8Y4dlPPThetFDdmfdpPK1Iu8KDVAN9Wzz+83rWTl50g=,39,30,149,149,1,20170228,20170425,0
CIYoGd3cc6wpnX5T2QmvAkxbtc1NfcCSsJyhhCUWE8s=,41,30,99,99,1,20170308,20170408,0
a/2inx+wBFKxk5QZzYIR0MMgTJcbUTer3rr54/c+COs=,41,30,129,129,1,20160207,20170702,0
tozlG2srXVkRbQXYj6tHPNLHhce2hTOXRwsPXxqBppw=,41,30,149,149,1,20170321,20170422,0
GD/+zMdUyCdqhAi5IlZQ94QTBcNpJCoFYou84bWeh+M=,41,30,99,99,1,20170322,20170522,0
vknGHRM5Sy8sEzejqgVsdTQ25OEcXfUQeCgSWSls15E=,41,30,149,149,1,20170309,20170409,0
VWXn4ms82ka75ZcjnCXDXjmKlh+t26wE2O79FtjCpgk=,39,30,149,149,1,20170331,20170524,0
F73HgKfOtNqDRUJKItQ4cFISgSwjmihiaH9mOEyDwWw=,39,30,149,149,1,20170228,20170402,0
3yesGfq0NLL6RnEhDHQxxby+jchnUcbsDfs8b8xs8IU=,36,30,180,180,1,20170304,20170414,0
QKMztCGvauhtS342/lFk+q6O9uYLckSsQ7suplKpAJE=,32,120,600,600,0,20170325,20170731,0
gwukPHSn3l+PGGJWwTdPHIcYbDlUMBiGlOMJwBuwIFk=,40,30,149,149,1,20170301,20170406,0
HlHMI3W+5rIPDHHLc/ItEWCwxbvQmRPM0wiKAoPEmXE=,41,30,99,99,1,20170301,20170401,0
gJ3bpKUsR4mLTFaBkNTyv1ZzMPlpcmrY/wRtvXCh0f4=,39,30,149,149,1,20170331,20170516,0
sHKyVdI+rvX3AHagkNExKldmwQh32/M/AZqAFzwSI5w=,41,30,99,99,1,20170309,20170409,0
/MKCxgy2QuzP2KVDTHLIj+EzxphaMixkY2HnsyUTUyk=,41,30,99,99,1,20170305,20170405,0
Ggn5FLv7Vr6jagNVsOB3kgBy5wRKUhJzBQR02GZXc/4=,33,30,149,149,1,20170331,20170430,0
Qgum3QlskNWG4gq3WRxkBIeRwzqVai2IkDmb3DYXKT0=,41,30,149,149,1,20170314,20170414,0
ItKa2LOfZyY93F9kOxw4LqfIkzWR8GPUnqE1broXzvE=,41,30,99,99,1,20170309,20170409,0
zQ++4B1kn0KQ9Wl43p/APJYDqNFaL9Z2UbNSeYlwNWw=,41,30,99,99,1,20170315,20170414,0
24RpId03IknCdUdgKV2gh42wBBje6CaGtfZX7ipT4Z0=,41,30,149,149,1,20170319,20170419,0
/eQyefqBwHTSkJbaWV+m0UFwADmOXKd2XJt/F9CNPxA=,41,30,149,149,1,20170331,20170430,0
ea+brFYxKBG5QykOjb/JBJqPy8cy4r98SpYHprp8xyw=,40,30,149,149,1,20170312,20170411,0
T/yLFRTHGtu8qjxLa5opmN2wYq2O8dkPO3FDE6WHDoU=,41,30,99,99,1,20170326,20170426,0
wdU0HK0xClU43GLaNgfWgQEO4fvqReBh2mlNWkKYnG4=,41,30,99,99,1,20170315,20170415,0
7dR2+DpcoJuMAzlQwVDk5dO/o0VSr+Siavj5HJ6oI7o=,41,30,99,99,1,20170308,20170408,0
/of0eOWa6qt2YdzhVxsr2yGswDgmCRscG22STH0VmGQ=,38,30,149,149,0,20170311,20170510,0
s7pyumLUH9eHpQzz91UjWiQKSs3tuu7EuFlYCNzCVog=,41,30,99,99,1,20170318,20170418,0
mEbC/PYQXaipoP3kyblstflfkXslJXd04xC90ImnhgI=,31,30,149,149,1,20170331,20170430,0
bS30CXjjw50R2VBWq36n8w4PIP1BrDPXe2nfEUL3aT8=,40,30,149,149,1,20170320,20170419,0
mgWmPXvK6qEm2MsIWXVdFN5ptsOuYBJVVcnVkz29jWw=,41,30,99,99,1,20170312,20170412,0
8UnIBaMCEkwF1cODhTQk+RXGdPNXbFCG4vxaNYu1+AU=,33,30,149,149,1,20170331,20170430,0
qXpoa8vBaakGykusH/pdIkq2WTzZ5WRaIm28tAZWY7M=,41,30,129,129,1,20170305,20170406,0
jPySPAsjMt9mwIunNP6tPHtposCskEfGPR9mjxt2hUQ=,41,30,149,149,1,20170315,20170415,0
/WXHQINvd45cGYqWAaGVyJYlM4hoZ7rG8yEvZTMARxs=,38,30,149,149,0,20170322,20170421,0
DTr2bicRTB9Zwf3AdslIgTXSB+ai0JtfzAB4v8YBSKk=,41,30,99,99,1,20170317,20170417,0
XKtx4HpRUp6AId9PetlMp1nfSEZb0LY5mYNx89Tajv4=,38,410,1788,1788,0,20160314,20170428,0
NgmIlYt2UDn8xti4L5rvNtkpePVNs8IGvTL8QUKXBnI=,39,30,149,149,1,20170331,20170515,0
Uk58vbPhlTJiyL47QEIdxITT4m0Ixeb+zaJBblB41lM=,32,395,1599,1599,0,20161017,20171125,0
9cxPP/ssIi3ewChQ66/O2gbvMKmMbCvevJB1VW6n33A=,41,30,149,149,1,20170327,20170427,0
Waou2Evs3jhZBnJHH45X0CyVhh4I4dHDyMXFxiR+y3k=,36,30,180,180,1,20170312,20170411,0
Id1Z9z6ekUjftBrOXHjHovLZCBBIv7TqdJ9YensatLo=,39,30,149,149,1,20170228,20170413,0
rC+hfcLjPH4dmWYCYpk3aJVlcSJEv80eAvpVnjwE3po=,36,30,180,180,1,20170312,20170411,0
u2wdWJIC8A1jKGdVXKjyAO6MmryWAVPCojM8plslKms=,22,395,1599,1599,0,20161021,20171123,0
tJaYMC/q5BwUhpqsv4nbZV/emeEUAjpydvlB13dP4RQ=,41,30,99,99,1,20170316,20170416,0
72eADSgtcDBfH3tWjyObF2079ho6rsiyHZZqbhJJutw=,41,30,99,99,1,20170314,20170414,0
WbqzLYVAAaOCmHT/GiVcd6GUgr0V+QEGxa895KSr7JI=,41,30,149,149,1,20150620,20171019,0
RXpijvUWVSLqgfRE/J3IGPU/syftELxuaCGNInbk5BI=,39,30,149,149,1,20170228,20170402,0
0gA3VzoSiXilBiyckqShKtXFD9nZkdl4fFhV9kgZv5E=,41,30,99,99,1,20170301,20170401,0
3RWD76N7QRK25VXs4SB/dVJuI204t5bRhnGBSQsnp+I=,32,410,1788,1788,0,20161010,20171124,0
TFzkMBds75YEmr5Px9LBdkPsHeGFmWfpKpMBx3m5m9M=,36,30,180,180,1,20170316,20170416,0
VkTKfN9E8sOJd6VJybM6iw8/8I2zkKnwUBtEJeCMKFY=,32,180,600,600,0,20170307,20170923,0
/YFs+FVe9n80mJIWIr1z3wFrNUneqcOqDMUry7qijMM=,41,30,149,149,1,20170301,20170402,0
Zj+K6aguibd05Qpic/lBxbB4AqHxdNlRQmPvGInyagE=,41,30,99,99,1,20170317,20170417,0
iNMpW/zsrkQq1du4jllBqigedRcyDvbjQsx6PzZdkN4=,41,30,99,99,1,20170306,20170406,0
ldiXa6MswEfBr4cHSXUHnrHQ2Gy0myBHj9bKoRQCvLc=,41,30,99,99,1,20170310,20170410,0
fJybPRf4VSi7opiQX2menLK+nLdM+7HfgCDwJ2ltSuA=,36,30,180,180,1,20170301,20170403,0
CxEW3NsOtDQ/SZigvjCt2pAI2vmGY+Eg4BaiJjIiVvs=,32,410,1788,1788,0,20170116,20180309,0
zSrk3jgu/xlL5p08ePc6bnjB5Il2SbAkhbeiX6/j9aM=,32,410,1788,1788,0,20160416,20170603,0
29ZV4/agZPsZGl1KW1Bnc0i1IidRxzRt3e6o9wYOFhA=,41,30,99,99,1,20170327,20170427,0
cbzNRsnjZgRAN6GE89VMsPiBqcpWslqDj43RvGya4yk=,37,30,149,149,1,20170318,20170417,0
lYXuXxRT4ZFMJkvR5qYnVM6iJybgdfSX8SD+XY2EBpQ=,36,30,180,180,0,20170316,20170416,0
MYezGw986PZ2VooKzrIahu8SkWpfFkPxRFdyvZ5B3hc=,41,30,99,99,1,20170312,20170412,0
r/VhslBhsTVLBSnTPHhgWLavyh9qy/f/OyZl1KiE+UI=,38,90,447,447,0,20170301,20170602,0
AsQbmvFe8cIbpQgfQBIaYGPzXck0IaYOZFPkZ1Y+uLw=,41,30,100,100,1,20170315,20170414,0
PpeKzF8bALkGc/Vtxbl+umXcfOQgXELPT1O62/LMQ/8=,41,30,149,149,1,20150713,20190417,0
DW2m1oJ3N/g2VAacDoerV31Jl7iIdR0l4wZ5NdK5NrM=,41,30,99,99,1,20170331,20170430,0
ylxRO48Yaa+XqY9KNg/bF4VXmewZHVbnvyjzqUBnU3M=,41,30,100,100,1,20170326,20170426,0
/zw95DVlafuonyXP4EaFKdetvEoJKPZUsK5bRuTUlis=,41,30,99,99,1,20170331,20170430,0
MB6Bktm6H/4i9qlToVbW5Nkj0Z1o5JN8ixxxtNNW9EY=,39,30,149,149,1,20170331,20170507,0
rWrAcZmosCxe4RGnSomFDSUg8kJPHVZpwCutLkdkS9o=,41,30,149,149,1,20170326,20170426,0
4iPI2eEds+UlnZv/cj21Uazj4tblTI6D6y9+85isZ/Q=,34,30,149,149,1,20170331,20170430,0
wb/xC6nuCg2+4X2vokc7xe9HmFgvh3QakSL3DN1ro6Q=,32,180,536,536,0,20170116,20170722,0
C/AsWtesQkzJzeiZ/Ayuxgbc/OnQuA1hxkuuKgUYHCY=,41,30,99,99,1,20170306,20170306,1
bJtevin2G3q6Fhr/bVjp078WqukrViXPQPqEuZNPjtc=,41,30,99,99,1,20170327,20170427,0
t01yBGE1XgEvHr0ane/VSdiB2d1HMaqLsUd1BXx2L9M=,41,30,149,149,1,20151221,20200216,0
H3bQ+OMqeiXTeWVGfMnKlPk6V/Ge8K4u1LmxLwQzefk=,41,30,99,99,1,20170310,20170410,0
J+P6lmIAkWjBZC3+4406WrXlTIiWJptVzXNWn21ZCyg=,39,30,149,149,1,20170331,20170519,0
f4Z8UqvOijok02PeFZ7tN2p4+bxYI5/X9ieYMLTVbiw=,41,30,99,99,1,20170309,20170409,0
m8EZ1SS07s5hJHeK6/9Nx0vcFG29XaHTXsTEUWASgtM=,29,30,180,180,1,20170312,20170411,0
jLvpP7FaQmS+FYsvVkxDonMOxpetNV2tBlLliamJlxg=,36,30,180,180,0,20170304,20170406,0
eD0mcLU3yvE8KYuLZIobEaX35G0jBMyGvitRbSJ6aOA=,32,395,1599,1599,0,20160816,20170921,0
LiwJ1tin9c3kMJjkwtrD4Fp4KbvJIvGfyarwZG2hk6M=,41,30,149,149,1,20170314,20170414,0
B2iXKdL9KTMpV+rNLdxvK0rY9037Bw8zUxAErnsMS+c=,41,30,100,100,1,20170326,20170426,0
aRYFHmRTLKuYl1kXyJ8If50ZoUw0R+SIPtJyTR1W9jg=,38,14,0,0,0,20170323,20170406,0
Lzl/EeSO2X/irz9WKJGCs5QHBJGMra1ORpKsIPIYqWc=,37,30,149,149,1,20170224,20170422,0
q+lWxxOcrcPOBleYug11tAbc51msnq70uh0GLuFoUEU=,41,30,99,99,1,20170315,20170415,0
YSFDXarM8W3dJHUig5DCYxci47y2T/LqOPJfFUutOkU=,41,30,129,129,1,20170327,20170901,0
DCZa0kIv04dZFIzazgYSrVTKrza7huLLFGIueoe5lnU=,41,30,149,149,1,20170306,20170406,0
SbTeY7Z1+qEVq0DiHIBf49+WIIOqyqmayxudIrIx+xM=,41,30,99,99,1,20170331,20170430,0
13B9BL5B1nZgpbTJEaLvp42brLL2fuj59+9KsZUlWLw=,41,30,149,149,1,20150826,20170826,0
lLHacSV5uqVWaTV4A+w3Og2+JeuRvk+xR7qMgaQN+Gk=,32,395,1599,1599,0,20160417,20170524,0
/f5EvBwclVrn5mCJ3C+a48GWGbx7/USfDJaDawa+q20=,41,30,129,129,1,20170314,20170413,0
zyFRDEOnDPVZYuTIhnjhTwteI9WTwwaexAuzCpWwhn4=,41,30,129,129,1,20151101,20171018,0
etxzP2lH2BBu646iW/r7DhYkhZg0RA6KUwi71stTfPI=,36,30,180,180,0,20170325,20170424,0
tEeRS+VHHqk58PqIbekLQghVN6QRCXSQ8lU2l2E1pho=,39,30,149,149,1,20170331,20170525,0
Je73PPLjQmAr8tyYnR0yakZHstrzTnnaQPqwE0ec3NY=,41,30,99,99,1,20170320,20170420,0
mj0bNtgkVGibEZdtN5mqxM8hwhM8EHAkmgLgNu+d4SY=,41,30,149,149,1,20170324,20170425,0
eqNezmdX6qghW6V8b6/hNwSfbQSE51yqvmtA+1HPXZc=,39,30,149,149,1,20170228,20170510,0
4/fC/TDg368zsDFJ/LEgHVpCZzaGJIG/lRqVsinLOcQ=,40,30,149,149,1,20170313,20170412,0
dH9Vb6PBGEz9reEQKVWRtDwHzGgT5Hq7K/zvyIJJn8g=,32,410,1788,1788,0,20160425,20170612,0
2InEJDJZo47c5RXNYtmMt3hmnELl22zmBWCx+fSWVvg=,41,30,99,99,1,20170324,20170424,0
Ondu8mn5XnysUND+ylBO1CG+g3m9kPna+jZHp/4DzFg=,41,30,99,99,1,20170305,20170405,0
t/RS3CnwkJe32MHyax4W/LBqAF/VvBoG8U2kVm5grxk=,41,30,99,99,1,20170303,20170403,0
k2znPEkmDfmdopSiw1HQsu/YX0tkKYmUqb6EfVMpEJQ=,32,395,1599,1599,0,20170115,20180220,0
/eVlKfE0XgWOrW+cx2cEST5ACTsiPdhr4cXsOjNJH1A=,40,30,149,149,1,20170301,20170406,0
27RMzS4bAmnSwjrZi4UCMv+JjAsnSxpC5UT/PgLgs6o=,41,30,99,99,1,20170316,20170416,0
FGXrC3HbI6sT/lELrzFXERhAiiqClPG71a6J2uH7xYs=,41,30,99,99,1,20170325,20170425,0
fgZiJfhbDNs5gXRbd+IkJGTtPxkC35+3IZ3vVRP08fM=,41,30,149,149,1,20170326,20170426,0
+tk7qOER9LL7du4UOCzaqN00t8GUDmk5Rx+fP/s0eSA=,34,30,149,149,1,20170331,20170430,0
jOz3tNK3qHef4JP1uvZ8eujG6Vj7/FPP1zCkUZF9JhU=,32,410,1788,1788,0,20160609,20170727,0
h01qjAeBy/NYhITKkXwIWHj0CVo7XDkQMEfuerXn32M=,32,180,699,699,0,20161217,20170615,0
Xz/fb9f2i3fsPW5KUuk+8EavOihjy76rOEq6LYTKTQs=,34,30,149,149,1,20170228,20170401,0
znzvdc8yf6ctq/tOS2wQFi4NNBOfwmW+kjcwKi4NoGY=,38,30,149,149,0,20170323,20170422,0
m9Ngi6y/FQbW1tOLXko+WegIzpNka1yUb8ITLeXkb5A=,38,410,1788,1788,0,20170216,20180405,0
2QK5NXacpJaPFov1ohyTOvhiEtbehJ2ISNRAIV2KciE=,39,30,149,149,1,20170228,20170428,0
s4GX2iXgPm0OaqMb1lYQLxFp8h6B15HXMiWAvN9HFR0=,41,30,99,99,1,20170331,20170430,0
kJg+6ahikSvcPY0TbZbNzRiR420Q1rdFCVbvH/pmu3M=,41,30,99,99,1,20170326,20170426,0
q18OhY3UlFO5On7yYvG94YpBfU88oo2t6BfWPSlgbWA=,36,30,180,180,1,20170326,20170425,0
5uTlWqaWDof8t+GwUkL7YF3iBWKxfpwX7UssGXtx3pI=,32,360,1200,1200,0,20170321,20180314,0
8bYjRdHjeaXy6U8y+MflSODjzFIeBMhCJruGrI+9h7k=,39,30,149,149,1,20170331,20170515,0
LpGhb96sCN1cKNBsfUzN9LDVh3E6lXK/uI9jO/QxGbE=,41,30,99,99,1,20170322,20170422,0
v3X7HmUD8xoKKOaiHvATr6BqNEJp1pKZ3VoIkCz6zgk=,36,30,180,180,0,20170305,20170404,0
XCtoKgGN8udE3J2TsDpaiLzmmBkoRAPIqY4iYW6RyKg=,38,30,149,149,0,20170122,20170405,0
qNHEE0IYQhz55RVEB4qxD9Ij7dbyvmr0Pb8qv76wDls=,34,30,149,149,1,20170331,20170430,0
wWT6+6WC2VPYpBLvUmdAoocShzZ9PUTf7HY2HZAhuPE=,15,90,300,300,0,20170310,20170611,0
WuiTqVeGhusdpwk0FwCo6WB78ZuY+aYOfn1dHWnK5QI=,36,30,180,180,0,20170302,20170401,0
pumVC0hsVkVQkKL/dUh/7asUgp6A8Ev2aV7SpilL2eo=,29,30,180,180,0,20170328,20170427,0
bT//OFJ0OI48CiX679H5GtqbtaIZrvMZSdMlh/xJNp4=,38,30,149,149,0,20170226,20170421,0
CkDXMj+b55FJvIoPVBD/vGw7GOuW2SmD1oOctHftgLM=,32,410,1788,1788,0,20161020,20171228,0
/lt/GvVCpLr46l6SHBCIa1vAc8AwAwxNF8jRB6u+Uzc=,38,120,477,477,0,20161031,20170610,0
19FThb2r8ACxdrrJh5sBH9nP2Uj68ETjS5YwVcekSN0=,41,30,99,99,1,20170331,20170430,0
n3HxiwhsDAm9t5kwLdZEPRN+sZ5JYLxTrsUp77mxRbI=,38,195,894,894,0,20161004,20170417,0
oiozNYkq9YhO6t9L9eNJFYjLDgzdSosW89TblVp59Vk=,29,30,180,180,0,20170311,20170410,0
47TxftXUTDz9A81iCOHVBZO4143PNRiMdYSTwXCFu3I=,41,30,99,99,1,20170307,20170407,0
L3M0h/lXh2Ff6+q+zQC+lNL4qBxWYRVNZrMFQG06Zow=,34,30,149,149,1,20170331,20170430,0
OXKEUM6uQu+sOeSUxQlSE62M1A/IwwCyieepUW0nhrw=,40,30,149,149,1,20160811,20170601,0
O/fwcR2PgAWyzASQBT79oPgF6qUCqeg242Y16apbrIc=,32,410,1788,1788,0,20160504,20170618,0
1xIyPkqF6iNSqhv98VNVNGUpaRsEFcXtBU3GQ6USmLA=,41,30,99,99,1,20170318,20170418,0
Qb06J28S2FEPmuil0bA6of/8mUSbU0Mi8fN88/JrgX0=,41,30,149,149,1,20170321,20170826,0
hv0b3I05VVYCWw46DILlFJKdj3LSRmRuLrA2fOgbaAM=,39,30,149,149,1,20170228,20170404,0
7NjPLR8D237Pjl0H/dETPZMV5DcjR9tgbLl0a0P/PxA=,36,30,180,180,0,20170310,20170409,0
prdpBHWNCAmUxowoS13Rm3jh/6P2STGjrHlz+u1Lro8=,32,410,1788,1788,0,20170303,20180417,0
SswPdykyrGSHpYUNCRz1SwoUsb3+as8hzf6eMf3+ELw=,41,30,99,99,1,20170323,20170423,0
mxeE7zLmijD00wtxsKFR8SVse0R0irgDU1qLWcCArdg=,31,30,149,149,1,20170331,20170430,0
DNVv7i6zEQ3PF76z2JItZ8b3nC1dR1EGKrj2SPLaUHk=,35,7,0,0,0,20170327,20171125,0
dZL8VykpX+Lujr36gYUXegKVTffadwDYxFFrBsDGYK0=,41,30,99,99,1,20170325,20170425,0
e60/ld6QAiF06DkSAY7WTnPdZpnUDfoU4XfX+R3JehU=,32,395,1599,1599,0,20160925,20171026,0
S86YAoB3vvDQu8D5WQZF2nT1Sv0kQHJnDoaBGKhpKyQ=,41,30,149,149,1,20170320,20170420,0
MPhQW9BQh2OwzrOhbxyrbdkplaQdfo8QKVjNvqFwPQA=,36,30,180,180,1,20170323,20170322,1
b1ZuETYLxhIWtHiL6g9AXWFa44RI4J5widb0kVUw5vI=,39,30,149,149,1,20170228,20170408,0
kvU8svfU5+xIGOv3Ji8NhrPMKQZfR4014TkkD0j2kXU=,15,90,300,300,0,20170308,20170608,0
oH1DEidJPQ7wuAap0ppx8vMPTBwozYctSZsOa3DhNLc=,41,30,99,99,1,20170322,20170417,1
vb4W3+WE8Lp8fnsuJ++XHhTOSfwDgw+QrYoOnplhwaw=,36,30,180,180,1,20170309,20170408,0
afjV6uNn7GegtX7uT+GxyqP31oHq0hvPEKkrGeCwJi4=,39,30,149,149,1,20170228,20170415,0
aTmR0IfyeAIxoy5tMEuR18yLOzbaprUFLypt/OlghUU=,41,30,149,149,1,20170323,20170423,0
96MWVGpBpy+s4Q3K4Pbn9VliJ/txtc7QWjVpAH6gUoQ=,39,30,149,149,1,20170331,20170523,0
wRkclhkpp2QdkQ4ondBLa7bROi3QN37kSvVZ5knBc7c=,32,395,1599,1599,0,20160705,20170822,0
aVW/fpY2xNAAsuk1DQIPIA+L3n0ZsF4S8qsonfbbfgc=,41,30,149,149,1,20151130,20191002,0
nv5Vm78HD98/BaMmfzipb7icpHy4BxwYVE9Ah9nGK+M=,38,450,1788,1788,0,20160818,20171111,0
WCoQFayzTvc7JN2MccMBLZXuaG/94OPRcNWSw6yLlmI=,41,30,99,99,1,20170310,20170410,0
