msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
YrMtpzJ1cevjlh5c/nMtlUYdKYyLv6O1CDmp2w4TZxs=,20170306,4,0,2,1,13,19,3983.52
B7pDolNLc8Lq6dVr9cWzyqORr9Vyw2ICH4D3jDpdNTI=,20170318,0,0,1,0,2,3,735.315
j4F3X39KXWTv322fP+O49i7PWROy9x7UXZB8OMBiblk=,20170330,2,0,0,0,1,3,332.198
6JsUiqhJdEqkgQIYKsDk5AUg5nsUBqWIt99rNmz31QY=,20170312,4,1,1,1,26,28,6882.969
ThBiM9G66f98jPu9zJgv6ibByBQInBP+Hm6f9EBDfko=,20170305,0,1,0,1,2,4,868.821
qvUGLj4w0nSWb88+jzuibCS8+pQ3pTWgIc9YcSsIK90=,20170301,2,1,0,0,4,6,953.23
J85vH4JmY5kSUZ4ZNi0vz+sZu1MaEU12cOUz2UQLrIo=,20170303,4,1,1,1,15,21,3955.283
NghJecR1HSl4tnAXyWarmO+l98VWWx3N5sKAlpHWBXA=,20170320,6,0,0,1,115,79,30265.665
NYugUkMPeAh9FJbfAr7MC/q8nLPB9UdM8+JM45AQMPw=,20170309,3,1,2,2,19,18,5678.356
E57ORWWRSMtEXReAsazij1+A7V8zx03jEDqu4MnqPb0=,20170323,0,1,0,1,3,4,1157.772
UQfSoTA2Y6uqOg6PAW95Ln+vmiAldgFnZ+MsbGgaTPI=,20170317,3,0,0,0,1,4,263.915
AiZeeTld7fV/aMSGXqJDqt4IXbEjq3w/PGUWbwazgA4=,20170315,15,4,1,1,68,84,18397.907
NYY+7oDuYwZv5eRYvhZH4T/90MQ3Amf7iralj/bIKeE=,20170314,2,1,1,1,13,15,3335.528
6yjAfEVI+F+3JcoC6AzMoUa+VtRqSl+3gGi6VI/bdvo=,20170330,17,3,0,1,53,63,13818.57
L5SKqDa0Ro4VumazOb8yPUlf51072b8KbqPia3ISkvI=,20170325,0,0,1,0,7,8,1437.306
5C1UWzqAF7mWLK2B2xRBdy7xXZUSi+jDW4lj5xHBI98=,20170320,21,6,7,11,55,43,15455.734
R+IClzyHv6UyZPE4+dt1h25do1QIeEXDppIehlKEesg=,20170309,29,13,4,1,7,39,3819.833
rM/OWKBzG0YYrgJwXV2o4oEFB5AGiDjqP5dY4XFCi+c=,20170312,12,4,1,0,246,60,53560.204
Z+HBJZhG/2S8x1tWhBMIv+wu8ng67Nycts5fxi/i4R8=,20170330,11,1,0,1,4,16,1443.004
ccg/H3zybHqn/pdTUDzp2qEfK+WdK3nAFnDzzBfeQt4=,20170320,2,0,0,0,5,6,1203.16
8vZaxYKdfLxuxI75/Kvt42973On8pVBqKXUqRYX9E7k=,20170326,7,1,0,1,40,45,9410.655
1SQDg73GPd5LeyFAKBkVZxEsaIyTOh8L4AxJhZp4+Lg=,20170310,0,2,0,0,1,3,404.155
U00WFGkpJAUJwXMIruQ8Iv/FoH8+6m2YPTpwCyPAnOQ=,20170331,21,7,3,4,87,75,24208.323
yWfoPaanyUQaLIt4ivGD7lEYX01ht4/SFrWxW2Dq2/A=,20170308,3,1,1,3,220,108,42970.957
gWwvlf7O8Ss7b9PdTFJUltFkIa7dTEVBEDGV6Hrf6/o=,20170304,7,4,2,1,70,32,18301.164
PkYH8mDHd0bqb6Vyv3DNYzY88YHnzrAPjzoEO4oEtQ0=,20170318,0,1,1,1,38,39,8755.065
3cBJ9+ARDvcRKBLlFZGxUZTP1OoIjxQUyQwbl7Q5Tos=,20170330,11,1,0,3,59,28,15754.76
57KkrQcZzgiJPz8/bzChIK8i7Lt2BHbSj5PzaAVMmuc=,20170309,8,4,1,2,42,45,12012.584
8lPmw6QYw0a1yAVvMt8m6Tsjst2xhsBBeMA8CZcihDA=,20170302,2,0,1,0,121,108,30015.265
h7lWyc618dsPQrDcdG0UBY05oihpeUiOU+UoJ+wn1qw=,20170327,2,0,2,3,11,16,3743.456
NVIIhHI4ULwrfNRKZp31TJCWFcDJf+BYFsKBvEOMGZo=,20170331,6,4,2,6,18,29,6478.762
x8pLQdKvod6EwrUHxDK6pqGP8C6k6cLsJ8BDo6MyvZE=,20170316,4,1,0,1,40,35,9816.074
ELCBcWwE7J4T/Jj8bP5z+qGMPX3FkOTosVSvIVg8Umo=,20170307,17,7,5,2,14,27,5767.899
cDWw7VcBxwgUreoZ2J3MCnCOlhcE84S2bGeo9PeAoAs=,20170303,5,1,0,0,45,51,11183.274
hFy3b/CU1iG67G77EfkBdF1bS25rDzaiHRKownPFs6U=,20170301,0,1,2,9,157,87,40260.856
x9NRiYZDjHEyl5HiKNNc5+6m05STc2bZ2wh+sZrJ67E=,20170304,4,0,0,2,43,41,10986.054
iX9S6TWP9HUlxRKGfG5zLMmDE/nnxqCxrom5f3HtKbA=,20170304,4,2,0,2,56,64,16029.031
7OWa85WqNpjHbgt0vlMXnNJg4R4/SMtnepYtsfgiG8I=,20170330,8,2,2,1,24,24,6991.048
QKcvmp0KkfhqhVx8uQP8Lq+v0NJTbz2HZraEJ9d9Gd8=,20170309,0,0,0,0,24,20,6179.479
BczogUgxMfx2DTR29lc8GeDnFJyA6y8QCO7yNk9Jso8=,20170302,9,0,0,0,93,85,23240.367
Km9BBGVSwauk6b3fMLiuJe0nJ0zjoiM1qL/YaeO2qB4=,20170301,5,0,1,2,21,24,5191.437
88YadQzIghCC30mHP3eYAuLVMknuNaaP/2IFlp+BQxw=,20170305,0,0,0,1,2,3,753.433
F+WeKa2dvzbw1TuDtjHUT4OMpvqWbwAak+BKUoYu+ig=,20170320,4,0,2,2,88,74,23591.438
i9oyzodKt8hUapfHNBtYmVQF4H/rAWQ2o6xEMEj6+9w=,20170324,12,1,1,1,3,15,1453.88
UkWC8TzV0tMoNZMMOu3jYMrH7Qc/KVrtPaPb5ACDpaY=,20170308,0,1,1,0,90,19,23747.723
UpY3JyaUaPyw1jqu19hRXA145BAcMti2G6dx5nRktBs=,20170328,0,0,0,1,5,4,1562.643
DA+I0mV45PM1gNaXThMadtjcre4LsF7YevTeBOU2Ojs=,20170303,5,2,1,0,32,37,7614.087
SvDl07tFwkR5z1dSM70Og20c0BM2b3g6yQOtp9Z1McE=,20170319,11,1,2,2,15,16,4875.436
jbdU2sebTDKHc2HjFBhCzfN74Ya4+kQ5/M7HEycZm9c=,20170302,3,0,0,0,34,24,8782.259
mYFIHOLyUQ/X0Oq4cn2+t8hr8IfC4JH2gHBGt/+kTSU=,20170310,14,4,4,0,66,57,17859.707
6z78fps2+q0fcpr0fXMr5PfAmKQNyYkCVzfSsfoJmwU=,20170323,2,1,1,1,50,33,11103.479
X2bepD4Radbd+hY/0h0i35SA//yCOeWyT/5WlB9TRz8=,20170317,14,1,1,1,3,19,1497.08
7IzVqsHkIFYW7t7bzmFptn4LJchkaijXdzynl+jEvr4=,20170326,4,0,0,0,13,5,2914.053
JhUVp6aFTRgeRG4L40skDxdT2Bv+gxFDtYyT4d+k0+g=,20170330,1,1,1,0,56,23,11811.369
Dcpuj/sp6PJS62CLRLIIZr34zJmOICdQIre3XvE795s=,20170328,5,0,0,2,19,25,5620.142
FyiC2nVL3irHloZg04cWVCnTj9S4TKEVjNDRwyknOnA=,20170323,4,0,2,0,15,17,3771.205
Hvyg2V0CjVhrMkRf4017VUX4Vbveh8NgeoHYjxr1Zww=,20170314,6,0,0,0,10,14,2728.764
kVexM1IFPaAuoIaey5Uo4fnZfRkiFMdByyZ7NaW7AKU=,20170308,1,5,1,2,8,13,2923.675
PABq7U6itikYXhN8ajO2UFuf0SbEt2APkEuLHopR+do=,20170324,0,2,0,1,1,4,762.625
pVpf2Uldu7qEjzTKZzlZcW7Ncr/+yfan3bX3pF3AgeE=,20170324,1,0,2,0,113,102,26713.08
hELtvT0azqyaATmwxtYCqXh9lU+9iXowu4pncvkG2W8=,20170314,0,0,1,1,12,14,3523.309
sa65KZaFsFMdbLilVCnny9emfVJk4NSUeI26y6y8HvA=,20170324,0,0,0,0,5,5,1329.264
XqFL8FvEmrEzMZMh6h3K6KvVuA7fKCduBxuevBUZXo0=,20170306,16,5,0,1,43,31,10618.768
wXEjx7JqtzQBw3j9w+Zym01SvyGObkgvYeZcbhh9EQM=,20170324,16,10,1,2,42,61,11967.188
obSzr/6zY8z1nQ4gwhGJbglUjz3Gl8lvABADREtsHFA=,20170319,20,2,3,4,10,33,3915.143
EcWhgIqZPteQCwUbFrf3JsXKu8YzPTCJ4bLOt2BzC40=,20170306,8,0,0,0,16,24,3771.855
sji3w4p40+KZ6ix1Frn2nhLf7jpyt/Rynu427AF++Vs=,20170305,6,1,0,0,0,3,197.793
XdAxQ2fWxk1HYvC9G8vyTXk5qjZNbgHr0LwoaXesTHs=,20170317,1,1,0,1,65,41,17112.241
xo5OH2qnSrwBNh+2qZRXvOhEBhJVUr5ESQDjaJ/Dpk0=,20170324,2,0,1,0,5,8,1393.552
eKiJ1abCSQF7d29SGBj+K/5lGc1RVIxVVOG7ulEo4zY=,20170316,6,2,0,1,11,19,2979.303
tRUJLlDau7MvHmmE8Xfo6OUvu2LDOgBYu//fD0v3l2Q=,20170324,0,2,0,0,11,13,3212.111
qpgr4g4KrR4YSI8disxBtfh3jN3+Xr9Uou/ScWJG9mY=,20170309,66,2,2,1,3,71,1460.371
g50gx78dEidDiIkDDvjrc/GGCH39QfoPxxDfQeqxk3c=,20170314,0,0,0,1,75,74,19491.762
gmrWQC3jwTWMdpHSjZojsDLgdjCSqb5WYFKwtdhPCK0=,20170320,1,0,0,0,35,30,9338.836
pOIwfF7K3PHTPix9Vx4WvjpkcyOEcYq9Y28HQVrF47E=,20170323,14,4,2,1,23,39,6054.636
imDMph43sYWWKLPArNfVUy3IzZAfnbtj4gZiq43o7qo=,20170327,0,0,0,0,1,1,247.641
e8r+SN3z3+mxvKO2Fm2NLug0qYOVOiVNPufN61vvBkw=,20170304,5,1,1,0,14,20,3989.551
RErFApdtUOxuZirpbl9CQ9kCMVAPZiCFKpW9wGIQrnA=,20170303,0,1,0,0,164,19,35132.211
oWEcM7UUU5k3k0Je2IYmJOqYgCR6jeEGMoNdKf5V3uw=,20170313,22,8,2,3,28,58,9609.422
QI8RShfv8cbxvJcyBLTnuIzTA/t18MLYcK7w0WiZClU=,20170331,2,1,1,0,47,25,10810.815
sTNI8WQEPCrXYr1o8/NaU4forJsI6Gvz3Vc63cmSepo=,20170315,0,1,0,1,2,4,780.669
qvsBQ36dEnGx0q9i5hodfhW2d/qAgDqK9NM5XFv6P0o=,20170329,0,0,0,0,4,4,1090.108
bJQEigZxaUoAvcTBgsbCQHgYmVM1dQ2JUnu+YfrEi8s=,20170321,0,0,0,0,33,33,8494.896
WucrseR4Y5iq1gIKQ0lJW8+BtdmEpsuv4D07nkL09HE=,20170324,4,0,0,0,1,5,251.716
gAE5+B9aJWFRfNiEmRgcjJuqwwT/ZYg+RiGAhvEfntw=,20170327,0,0,0,0,1,1,247.64
zI0FYFdSZQwonIlZyWY4nKhPT951aIdFSwA6oP+NZ1I=,20170322,1,0,0,0,5,5,1167.485
KozM69sh8FdXmsoa5RjFYQJI8oshfCzV6RLt9UwWscA=,20170317,10,0,3,2,13,20,3629.453
GgcnlGYv5VABfKZ+8N14e74ZSzBrlQ/mA8YdPF2cXpw=,20170319,0,1,0,0,4,5,954.337
Cqs18EPYvwYWXHJCo+ET12KKBe80rYJHqR2LioRUrtI=,20170312,0,0,0,2,16,17,4258.206
9nkYsSqgWpW2F7cxYm+oWhNrvhc/jyjILmVuG0iqVWI=,20170326,2,2,2,2,30,38,8450.44
78jVudX370XhrYAcYVzD5hyrSyObqim+laa3g7eDQdY=,20170308,4,6,4,0,0,9,1237.288
D7uD2TuyrM0QjYUzvGBA1/vu4OU6Dbv6fSGzh7CcL/o=,20170315,2,1,1,1,128,119,29224.388
MObO8Sa5fu/F5W77mpQhjQbigmRQgx/a5QIIpEcENyQ=,20170325,4,0,0,0,45,43,9407.412
yc9ytrJJcsAdOrH5EptvhfugM1Brq1Go+bSBHxogvQ4=,20170328,2,0,0,3,34,34,8464.328
NXnEHJQ9f3Eu/xgV8tnRU2+YDDU4EijfXmHC7wsLt2M=,20170303,0,0,2,0,22,3,4520.119
CF7gDLfObvetvq9TsuyRpQM3RkizvsJp49qnZWtSm9w=,20170305,31,15,2,1,73,95,21025.86
l6nz/pn5ayyFicEr1OD2X6U4keRl8zxkHo2pwe7H33I=,20170305,14,1,1,3,28,31,8773.914
oaGKDcnOL1tUDeQyPhmmChSNs1619fCVcIfSgLcGMlE=,20170303,9,0,0,2,2,9,982.803
xlDXEJt9cMxiPD54GOMrxSRqZIEiDFD/HyERQ2gc+Vk=,20170314,8,0,0,0,3,11,922.706
qlSK70YFILaSxvsodXJSFsPG2/LEovcDZ1yQ/mL7Tzw=,20170322,0,0,0,0,9,9,1883.461
hf8SowT1n5s94yV78UDzezJssSzcz0gnh6Uf/zESJKs=,20170311,1,0,0,0,7,8,1666.33
edV5rNWhzhQx9/m0waYyCamTyrTgLSaRXbaXdFJBN7c=,20170324,7,1,3,3,8,10,3846.979
P+IrbGgSKuhhLh4P2mur8SXThfdvJyjtldJyMXGLPXg=,20170306,16,2,0,0,23,36,5802.47
oQcU12DR1H4NaeVIsrCiLW2xwOMJxyOaPsuyWYAYu5I=,20170309,7,2,1,1,33,44,8159.508
vSPYfE+iEMfT3Ii8Rk6+Yky9fUm5935AcGZkq9vEEVQ=,20170328,7,2,0,0,30,21,8769.602
Mk/GM0F2VhLNQ5Q7/pKzoipW/0dvQmTAEcCMhuVRUCs=,20170326,7,0,0,0,19,20,5039.213
vIEDUYAmKQcPPy2uSDRdVmXv0x48V1O+qt8ULhVP3c8=,20170329,10,0,0,1,25,35,6689.558
JKPvuSdRzkzbnSwbOIIJlVB5gBEChtJzGf8F/ctlf+0=,20170330,15,0,0,2,16,31,5121.105
tCEcR+7JR21l0sI5e/8J4rZ8MHeQJ+5Fv3MaFoYM6kw=,20170315,48,9,1,3,32,71,10192.947
XUAEwwA16lp34IatOzNFbwBo3nH1AkXxXcKruc80meQ=,20170304,5,0,0,0,17,22,4026.313
kmHeGFz3mwEPUHSzYeUlEwimuPMcRySVcg7qXuK66Pw=,20170303,4,0,0,0,10,14,2452.007
7S5WQoaBSd4O6ALpTDAuCwFH3buMdC4J70Ps2gySUFE=,20170306,1,0,0,0,9,10,1862.795
qExKnp8hgJPP8FO4iUMzFB56iS2UZxLzp619GxPoxXg=,20170302,0,0,2,0,4,6,1200.658
OhQtMoWhE9y3CvHwphqQdrS/j57s0RnwAHmorIzVFFA=,20170301,1,0,1,0,0,2,236.957
dorrQQKOfn1igRpPWriXrW6XqxmGZu+20ClgQHzMhA0=,20170318,0,0,0,2,17,11,4692.407
HBrj9gunvtsi29sbRljB60Wiw7HgtzgCDSO6a+TRMFE=,20170313,4,0,0,0,13,5,3358.255
XCB6MTKZFvQiYyb80/XJNra/p4MwtukPabtN4DvFgq8=,20170315,2,0,1,0,14,17,4023.059
MzQ5f9s9ZuSIhUhePm3wrU54GfQpXkqrFQkoVXjw5IE=,20170322,0,1,0,1,15,15,4279.922
Ak/1G+hdszLCwTSu3AUJmUhAd0uUzSYeBh78iS6sH6U=,20170308,9,0,0,0,175,169,45663.781
ZaU+yOq/7/rSR62/Oug3tSXWnVCz5AjMZ5m700qV2ZY=,20170305,4,0,0,1,9,14,2408.709
+VmZvLaQlR9wPrIx50T8HrR/M0XK49g3HMJ3WD+ozVc=,20170330,0,0,0,0,12,12,2932.82
JRUaV58N5RuocLLEncqFqDXFI8X4GGAPjQxEe2y9lik=,20170319,2,1,0,0,27,24,6064.836
fdFhxzS7TrWxK2+DSaiOKdiWB1roycKS/OnSjfUTDEg=,20170313,0,0,0,1,1,2,456.005
eOnudLlstefilTEx+XPbtdVTkEFg8KHT5674PYbb6bw=,20170309,2,0,2,1,4,3,1437.168
a0q86N8gMjIvAeAGjlIHktMqgrAitm8gxX6MndwEhuU=,20170328,4,1,0,2,71,63,8980.447
doDHzNI+2UHOR/GZpPRvFiGKA4WP06WtnqHkuWm3KYk=,20170302,9,5,5,1,49,66,13072.557
OUV9PMlA5oAmaoY3vyhvIJYUCZUunLFRxD5c9tbwUpE=,20170322,14,7,3,3,54,81,15111.809
6UrPlpeA8c698IE3X/anFWeLsgecqOSiOQe2hfYzOOA=,20170314,0,0,0,0,3,3,803.0
ETfQhSvRoJ718dMDEobS+tsaThCPnx12je0dgOJ0lso=,20170324,7,2,2,2,84,70,21024.153
n1KqfBGT4LgK/GrzNicRjSmvjRNdetRLpgtWXvNyOKc=,20170327,40,2,2,5,23,68,7235.733
y3bMXzoV0ZexX7Q8vJRqpsLJ4G61Mm/OWhd2tfFbJLo=,20170322,1,0,1,0,3,2,924.58
NwNXPiDFh4vLuly3gK2VmYyTNxH3COi0da+JunyhbC8=,20170329,14,4,3,4,23,21,7146.614
JC0i2kpVc+B0G5oeLa4oQGDlDS9gsII6krOgo9CPf8A=,20170317,2,1,1,0,4,8,901.373
KuxMrf+c4NulNH3P3ZltkVvFDtPzg4Bol37njY8Kwq0=,20170330,2,1,3,0,2,3,967.563
If7b+pBwDGQ3cESVig0DvN3LNYGpvYWp2YIuCNPF7cw=,20170331,3,0,2,0,19,22,5006.54
C9x1jIlNxKLQWOMmfYFN60YI+tTxYr6nrCh1LC7GdiI=,20170306,2,0,0,0,1,3,236.03
EWYcDOSSYgsahBZaR40JNblIRupkrv7wcbSx4VJilVA=,20170302,38,4,3,6,58,106,17398.757
pbQr8lvta8X/1R7IUEGVQRVjxp/uhKPZdA5jUE0EPX4=,20170319,0,1,1,0,0,2,250.488
GEdT2bi2gjbvNw77vWUFYB+MN5aX6UL+ICWZB4vG9o8=,20170320,9,3,0,1,15,25,5043.227
oOSWog9+BeuRveYc03EPxV+AVNQJYXSy4wTTTjH5cA4=,20170316,2,0,0,0,42,44,9207.322
AdNDNX5pmX5u5uz0YV4XEfzuTAzlB1nOClXSEy3WeVc=,20170320,53,1,1,3,35,87,9940.913
+/EgLg4lacQoobpM6e5S9BbL5a9szUvTZS3JdUAgAOM=,20170304,12,3,1,3,10,29,3405.919
9burS3jpfXEdz9mt9wzrWREI8ChZ8e32SqJnwI3oU9A=,20170318,1,0,0,0,8,8,1928.197
oqRMsVixo0QM834XxcF+9g9R7sYv5EzWOyBHRV+hC1Y=,20170330,2,0,1,0,146,108,30965.329
ZTS5hM37wf0E6YB1m/zKwPEAmMfCeJlAOV7G6dsNlus=,20170313,7,2,0,0,10,18,2945.507
rSS1WdcFiv30+1u+Qy0nq7WPJLYqtiwU33Be1+uQkaQ=,20170301,2,0,0,0,33,29,7206.4
bwu7cqs3EsSWrNTxq2/gTeEVY101wjolMMOupbQ+MX0=,20170323,1,2,0,0,10,13,2878.141
OX/lmCXPMHZGfLM0298PhK76mi2kCkfGxKcja8VOtWs=,20170308,0,0,0,0,7,7,1848.0
5o/v84zlPGxxaLWQM4rNtCwYF5eAEjg6DhJ+JYHS278=,20170318,5,1,1,1,17,21,4143.114
G7Q60ytWdnol4ablcFkqW++ZgNSeban+448zgUoSyPY=,20170310,6,0,1,0,3,5,1024.441
Gas8RdVtLDEXkt2BRQuKQZJffg2MTQBhZa094XgtfUc=,20170311,12,1,0,2,3,9,1093.907
dyIsZluzl4zfXq4Rtw0fi1frtD57RvthM7PbqbA2JPk=,20170326,4,1,1,5,46,52,13179.433
kJkW5keO8mmqszGKlnzk0Pd1IPvS6Pd5CAvOkqQ7q6g=,20170321,0,0,0,0,3,2,701.595
DGWq8QJZQF8PO66xDUK6cQhoiFvGXRFScxEC3w6TNAA=,20170323,0,0,1,0,4,5,1130.234
FO1SLmBAI7FqROSEefjuq33UtjMArLXUCMIDh8n83Hk=,20170326,0,0,1,1,102,97,25172.552
XNbGOZNZKBxzQ6Gh/gEBAzgZMUJfRRCbXfW9EGq7xnA=,20170307,13,0,1,0,17,14,4393.774
jBse09a3K3k0HAmmmVAGnBGZtRqYo7M/7NXfBKJjtjo=,20170319,6,0,1,0,39,30,9650.887
X/xtP/ZQs64hiBbtoqySlHUosm1KrUmVSC9y1kf15Ic=,20170310,3,3,0,0,12,17,2913.845
5NcD/EHuFVqhjDUhWk+Atr2Z8NrY8tt6ps1VAdNs/EU=,20170325,0,0,0,0,6,6,1504.07
7QtUPYH9d51n9u5kjJeKA1tuisL7Hkeha9/V60JQXYc=,20170330,6,4,3,6,6,25,3785.21
kChWz7btpEjLZpRNa71gOLz398v5lGNZwsJG1wg+r4k=,20170302,1,0,0,0,1,2,264.031
K0Wb4D5zvFWJ4FwL4el3NbC0c9qpSJ3dLXcl8yWGCHo=,20170322,16,1,1,0,30,40,7048.022
aDg6dzgZGvr/QFaHGKbdb1KSi19oO2DAainRuU/CqTY=,20170313,3,0,2,2,27,19,4751.79
Jn1XITa5CN2FaD3UPW93DY8LM7iVx7y6Eisu2cU9yg8=,20170326,5,0,3,1,88,48,23607.562
zrKCGKEuwMyuoAx4za4h+JyhhPvbuiSFo30FdK2j4/w=,20170327,6,1,0,0,10,9,2893.394
oDF4peQNue2xt1QX18QQTzQZSlG3w/fMCcdrgYIr8LE=,20170309,0,0,0,0,57,53,13015.0
mnV2I3Zcw6pCFu+rWxNqz8sVikoI8mUSAugGMUID/pQ=,20170307,0,1,0,1,13,14,3607.505
nGqDRMbrMlF+os54DlQFvnL5Q8YBdcv+gPUb4tbvgvw=,20170323,4,0,1,0,3,7,768.226
wKajotpPiL3E03JfjK01iwvheZAn7rBOQ/fpmRnpa34=,20170305,0,0,0,0,4,4,1061.147
v4JTMJ8hC0ApbpTD6f5NqAduwylfdqbrecOgRChl9ac=,20170318,30,7,14,8,23,35,14509.196
bxejd4UF5iN9bTj5ihzW4EqC2VLGMwnGZDoEPz+/lQ0=,20170308,2,0,0,1,8,5,2097.037
t+pm1AcFZQ1WIk//NvjhIAQBbIPynPp1GA7JWOdtmwc=,20170320,0,0,0,1,368,2,39175.602
XXGV4LBGbFD//qV4bdBwGk0ShXPdDTJ3sZ9YYUx3VM8=,20170310,6,0,1,2,13,20,3681.555
H6fUQlsubQFOla4Zfl2jFT6yJI9Kn36tVPNDuJtspMk=,20170326,1,0,1,0,2,4,745.857
+qedo87sQNDIAAqq+tOEGao5gYchQeW//RZWskyhVy0=,20170310,14,2,0,0,2,10,861.49
0ABD1VAP8k2Fl/VjDXBjBWwczWpAC/Wsdb1q+E2qVNc=,20170302,3,1,0,0,14,15,3225.796
4C7Kvv0PcIFxZ/DQJtNPXexku2pgeD4x+QrWbq2hcHU=,20170303,46,0,2,6,169,117,40955.362
buu8Yq5DsEhoaajLNN6qEyT138h87Zea9YS2TVwZq1U=,20170306,0,0,0,0,16,16,4048.099
NsMawbEF4CYrlpyBvLRs6YPlQKMfS2xTsq0kvtFvUYQ=,20170328,0,0,0,1,64,51,16178.838
1iavg/kpVxE0GE3qAY6UwfSc6lHLzJ9/GsaTbw/dvyY=,20170306,0,0,0,0,8,8,2015.329
omsYv8GqpC/kX3KPf34uccNz1VyTeOrHvM5Wvco+Xm4=,20170309,4,0,1,1,18,15,5498.7
7OkyVyDgDO/YQrpnXHyon79LAihkZYZyCaybJDmeKhk=,20170310,3,0,2,1,28,32,6667.147
Yc9MatEiXHSiGz80Z4oCNSKDmk9UUJ9bpffZO05C47I=,20170315,1,0,0,1,44,45,11006.66
p4D9uU6NAl/9FkQ+s7pSDdGx9iSTt/ExiYdAKC7hqaI=,20170326,1,0,1,1,8,11,2332.048
3ypiMnGyC7YPkMgaj0ARMTzMRRUmoeesacDdxQ6sGSY=,20170325,13,0,0,1,31,25,7770.705
j27ZT6lLN9ZK5UdtPiVt3U5ljO9XhbIh36tmtVZqYQY=,20170309,19,2,2,3,52,59,12915.896
yQvXnbgGOaz5cYkBQaBwIgHgwskN6VVKbTES8g0p/Go=,20170304,0,1,0,0,17,18,4626.902
K09NsaUPkSyGlI6pjnwx7WabqjTumUwTvxpzh0Mnq3Y=,20170323,13,11,11,5,10,35,5969.597
ErVwHdYjHrVVx7CwQxoC3Ws+CWrE9qXCDMnB7/pZAp4=,20170315,2,1,0,0,11,14,2282.273
32r1KXG2z7ZY92/6Ee5489crofst6eppQOHfwSaDUDE=,20170314,5,0,0,0,0,5,46.781
op0sGrfiQ2KBcDt2UzVgLsLbNZIbvJIq2FSWDQnZQH0=,20170316,7,0,2,3,45,45,11645.116
rskhz5/jj5o6yfBmEiFyqTnElHir2FLscYVqCzdSMZI=,20170331,0,1,0,0,3,4,1018.925
H1yj1RyHCCgTZxJlhAyVtl07wrLWZJVWDCmsOdfUrPs=,20170327,3,2,0,0,104,52,24425.958
mzfePKduSZGk8RYmikWI9XTdbEHB5riO5r+L2KLWHBk=,20170322,39,2,1,1,32,68,8495.145
74WVswMXObXzMtZcMHmy62q0fW/OfmLD31/jOqxZ0R8=,20170329,21,0,3,0,14,16,3684.303
Jlu1Jb0ANnwnk9ScDFzTNNlKLbpjjdw3KGSF294eXG4=,20170305,1,0,0,0,3,4,643.818
z0nnKNiQcQp96WnNaJi4CETg3lGKVCd/8EgrGc2jt44=,20170302,0,1,1,0,2,4,608.162
2BLZ+OPyQj2+k5J+P2XeZraBVOkRzeeFAh2gc1+KYq4=,20170301,3,0,1,3,47,40,12242.961
CWwMNUzDKMJExIcuZd5LOMw8ij5aFvcfbaiLN1+CisM=,20170319,0,0,0,0,54,54,13895.0
X7TWeU4vzMCdMY7XExTs9B4okF/nCjWUOIw9w3Wz9og=,20170306,1,0,0,0,13,12,2861.092
15/46/oFrlFk1UDZuG8QNW5rFbOQY2PNZswro8tg1f8=,20170331,5,2,1,0,90,80,24494.578
TV5fZAwZcZKfyYGUV5gP39cd768QhYgf420hbS3r08U=,20170306,0,0,0,0,54,54,13964.0
N4Cm6rkGlJk6fojFHocg267wMrA4RcoBzHPG2WKIZI4=,20170330,3,0,0,1,8,12,2175.811
5dNq7AiHFSCwd3B2tRmH4fi/E28sGUtNjbuF9DZJ9W4=,20170326,1,0,1,0,1,3,452.833
NS+NbSIK4Eh2Pc8iZb4Av0sZrbj99lKlCnXzHXrbCMU=,20170320,4,7,1,1,43,49,13039.31
3E3aiGGYQwPetpe+aI6J4GIpQxFeRZHP6xCe1JRN340=,20170302,33,4,2,1,39,53,12105.554
EsO8cc6f8yks1uoHuOeDBDAGVcKf2HhoI+hj+2lsT6Y=,20170317,10,1,0,0,7,18,1874.966
e5g7+SeEnCwFuUPkaoKoUQ72cqwDj3oWtnKb4keVwNo=,20170304,3,1,0,0,5,3,1318.893
f2IDWUWySD727OeZj8Nz1yk9h6l0EIYxvjuwVWLEEvA=,20170310,1,0,0,0,0,1,3.056
FCKaHitJImYdU6INFl61U+cP1aNXPXc1e2JWly4UeNM=,20170312,33,6,6,6,91,129,25829.352
xVdjvSNwD29TuB5jow2rJq7pa+R/uQDlLuPpSE67YsM=,20170329,0,0,0,0,42,41,10664.125
NZVcEvHxl8qY4Z6mRU/Ue+25KjDyTVye5QZkPJghbvw=,20170327,3,0,0,0,8,11,1768.68
qxQDyAIfN1mDX4QXRmQQz7KiJnELacOF+1aXuC3D0P4=,20170307,1,4,1,0,0,6,413.827
PgLk3Im7oPDyGiXjn3OuMS6G58DoUREX6k6qMVxmf+k=,20170326,2,2,2,2,79,61,21535.337
Hq7MZtwTQxgY2MFCgFb4PosDCskRa0R3kPg47kFN2rw=,20170305,3,1,2,0,20,14,4819.692
9RTMW70hv4axOD77TmDwduq9M5DlAUivDYCaPXpfGXE=,20170317,11,0,1,4,8,16,3177.84
f2lw4cHk4aMIA4nScaZ5Uw8FyNJOVPtgLSBmvuxAMtw=,20170313,9,2,0,0,34,41,9033.555
NhlvQoPpWRopHk2wBlbMY/80DM6OIWpHwhfFduj84h8=,20170316,0,0,1,0,23,23,6474.833
